@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement-V,,,,
,,,,
@attribute total_fiat numeric,,,,
@attribute total_biat numeric,,,,
@attribute min_fiat numeric,,,,
@attribute min_biat numeric,,,,
@attribute class1 {TOR,NONTOR},,,
,,,,
@data,,,,
14951776,14972461,81,13,TOR
14990065,14961360,106,8,TOR
14966369,14963093,42,502,TOR
14986419,14993066,380,15,TOR
14998494,14998457,11,65,TOR
14954651,14927864,16,70,TOR
14972741,14972892,9,36,TOR
14934284,14972222,92,12,TOR
14938244,14938261,14,11,TOR
14987526,14988089,86,14,TOR
14945803,14990826,74,100,TOR
14994189,14994149,304,46,TOR
14895078,14889763,17,58,TOR
14940996,14980024,88,18,TOR
14984356,14984403,216,117,TOR
14934134,14934211,7,87,TOR
14969783,14969838,8,71,TOR
14960950,14969066,98,11,TOR
14987541,14987487,232,277,TOR
14944195,14944872,68,6,TOR
14952519,14965480,193,25,TOR
14897461,14896726,5,354,TOR
14991331,14991240,228,18,TOR
14959831,14943861,16,525,TOR
14958444,14985092,23,31,TOR
14928536,14994870,138,229,TOR
14937082,14976740,11,240,TOR
14999718,14999035,84,6,TOR
14953394,14953333,212,25,TOR
14944085,14989910,78,13,TOR
7441877,7442171,56,42,TOR
14949225,14949295,95,7,TOR
14983167,14983136,24,299,TOR
14930401,14930462,15,318,TOR
14964143,14964110,93,11,TOR
14987605,14987594,414,507,TOR
14976651,14976545,26,24,TOR
14993236,14957840,24,299,TOR
14963677,14964497,333,191,TOR
14942936,14977341,76,10,TOR
14979191,14938682,10,239,TOR
14953412,14915891,22,226,TOR
14997852,14979862,73,16,TOR
14997467,14997454,73,9,TOR
14973666,14974034,18,410,TOR
14983285,14984425,40,158,TOR
14983845,14983775,267,309,TOR
14995968,14957404,174,291,TOR
14973058,14968482,9,378,TOR
14926532,14926620,38,277,TOR
14964206,14964195,20,547,TOR
14985358,14985447,82,20,TOR
14983412,14930081,54,291,TOR
14930972,14994984,78,5,TOR
14979175,14979030,183,372,TOR
14967240,14967302,66,271,TOR
14922525,14986574,85,17,TOR
14993836,14993824,11,363,TOR
14979743,14999884,85,6,TOR
14977036,14977011,13,244,TOR
14997832,14997828,79,8,TOR
14975132,14975242,20,442,TOR
14983657,14983512,61,6,TOR
14954081,14954353,177,18,TOR
14979140,14940132,14,181,TOR
14973652,14973653,12,140,TOR
14939794,14936699,25,372,TOR
14993354,14984332,249,48,TOR
14961577,14961525,182,405,TOR
14986310,14986247,8,11,TOR
14984813,14985459,16,99,TOR
14960483,14999415,22,253,TOR
14995162,14995478,7,66,TOR
14929438,14891597,8,68,TOR
14998816,14983119,321,17,TOR
14991996,14983777,7,46,TOR
14955429,14955936,70,34,TOR
14994513,14994971,6,58,TOR
14964219,14987555,77,8,TOR
14989656,14989690,14,11,TOR
14935452,14935778,8,68,TOR
14931647,14928890,21,442,TOR
14990974,14990971,77,7,TOR
14919041,14918645,21,496,TOR
14985295,14985326,115,414,TOR
14987849,14987847,69,6,TOR
14991020,14986527,133,59,TOR
14995825,14957740,181,11,TOR
14995033,14992600,8,70,TOR
14980391,14984375,177,22,TOR
14955424,14955403,193,201,TOR
14979985,14979921,226,14,TOR
14965366,14963863,15,242,TOR
14991743,14991732,8,12,TOR
14955628,14969931,141,14,TOR
14982390,14982362,197,14,TOR
14998400,14998414,13,72,TOR
14987324,14949476,7,7,TOR
14995486,14995440,102,300,TOR
14995038,14956517,159,15,TOR
14987953,14988018,27,29,TOR
14976753,14976757,0,13,TOR
14996824,14978421,57,317,TOR
14997568,14981293,166,154,TOR
14989321,14988900,12,67,TOR
14975119,14974471,13,333,TOR
14989616,14979311,7,70,TOR
14978350,14978304,11,67,TOR
14997085,14998653,371,165,TOR
14984880,14984825,86,85,TOR
14993445,14988696,13,67,TOR
14958264,14958317,70,56,TOR
14952286,14979025,182,173,TOR
14950906,14937017,7,10,TOR
14992056,14992005,14,299,TOR
14998275,14998295,7,13,TOR
14997911,14986163,14,63,TOR
14981783,14986896,437,26,TOR
14996167,14965500,11,65,TOR
14983121,14982480,67,11,TOR
14982403,14981428,6,32,TOR
14968410,14962583,181,291,TOR
14989927,14989927,196,19,TOR
14979899,14979959,8,43,TOR
14976112,14976207,26,213,TOR
14977794,14978068,7,61,TOR
14982855,14982791,411,15,TOR
14973038,14950715,8,55,TOR
14897470,14975311,165,13,TOR
14950335,14971681,57,5,TOR
14989396,14985015,9,266,TOR
14996088,14996119,15,233,TOR
14997673,14997603,16,9,TOR
14997496,14997757,218,11,TOR
14986651,14986665,655,10,TOR
14987769,14987885,8,62,TOR
14978871,14978874,13,64,TOR
14980954,14981020,14,347,TOR
14963487,14960868,177,271,TOR
14984849,14984871,157,12,TOR
14995979,14996003,18,299,TOR
14956888,14988269,27,12,TOR
14999585,14999566,14,57,TOR
14988633,14988655,173,287,TOR
14979365,14978692,13,270,TOR
14981532,14981553,11,64,TOR
14996853,14993345,7,39,TOR
14992525,14992467,40,14,TOR
14964137,14964161,77,9,TOR
14980808,14980765,7,68,TOR
689163,688597,108,78,TOR
14986484,14986410,7,63,TOR
14964616,14988757,64,169,TOR
14989851,14998882,159,30,TOR
14991355,14991245,11,14,TOR
14959657,14959603,198,26,TOR
14990062,14990001,368,16,TOR
14975648,14952999,9,68,TOR
14997952,14982004,12,14,TOR
14986078,14986059,13,12,TOR
14996651,14996584,267,16,TOR
14955242,14979149,85,20,TOR
14907075,14981021,76,15,TOR
14990317,14990345,13,46,TOR
